Channel,CommandLine,Company,Computer,CreationUtcTime,CurrentDirectory,Description,DestinationHostname,DestinationIp,DestinationIsIpv6,DestinationPort,DestinationPortName,EventCode,FileVersion,Hashes,Image,Initiated,IntegrityLevel,Level,LogonGuid,LogonId,Message,OriginalFileName,ParentCommandLine,ParentImage,ParentProcessGuid,ParentProcessId,ParentUser,ProcessGuid,ProcessId,Product,Protocol,Provider,RuleName,SourceHostname,SourceIp,SourceIsIpv6,SourcePort,SourcePortName,TargetFilename,TerminalSessionId,User,UtcTime,dest,"dest_port",eventtype,host,index,linecount,"parent_process","parent_process_id",process,"process_id",punct,source,sourcetype,"splunk_server","splunk_server_group",src,"src_port",tag,"tag::eventtype",user,"vendor_product","_raw","_time"
"Microsoft-Windows-Sysmon/Operational",,,"DESKTOP-LOEK43C",,,,"-","192.168.1.4",false,8080,"-",3,,,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",true,,4,,,,,,,,,,"{ac53ae70-982d-694e-0c01-000000001300}",1944,,tcp,"Microsoft-Windows-Sysmon","-","DESKTOP-LOEK43C","192.168.1.5",false,49788,"-",,,"DESKTOP-LOEK43C\JC","2025-12-26 14:27:27.593","192.168.1.4",8080,,"DESKTOP-LOEK43C",sysmon,1,,,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe",1944,"<_='://../////'><><_='--'_='{----}'/><></><></><><","WinEventLog:Microsoft-Windows-Sysmon/Operational",xmlwineventlog,jcserver,,"192.168.1.5",49788,,,"DESKTOP-LOEK43C\JC","Microsoft Sysmon","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>3</EventID><Version>5</Version><Level>4</Level><Task>3</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2025-12-26T14:26:35.4790488Z'/><EventRecordID>13411</EventRecordID><Correlation/><Execution ProcessID='3308' ThreadID='4528'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>DESKTOP-LOEK43C</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='UtcTime'>2025-12-26 14:27:27.593</Data><Data Name='ProcessGuid'>{ac53ae70-982d-694e-0c01-000000001300}</Data><Data Name='ProcessId'>1944</Data><Data Name='Image'>C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data><Data Name='User'>DESKTOP-LOEK43C\JC</Data><Data Name='Protocol'>tcp</Data><Data Name='Initiated'>true</Data><Data Name='SourceIsIpv6'>false</Data><Data Name='SourceIp'>192.168.1.5</Data><Data Name='SourceHostname'>DESKTOP-LOEK43C</Data><Data Name='SourcePort'>49788</Data><Data Name='SourcePortName'>-</Data><Data Name='DestinationIsIpv6'>false</Data><Data Name='DestinationIp'>192.168.1.4</Data><Data Name='DestinationHostname'>-</Data><Data Name='DestinationPort'>8080</Data><Data Name='DestinationPortName'>-</Data></EventData></Event>","2025-12-26T14:26:35.479+0000"
